UniProt,median.K
Q6PAV2,0.1938
Q6PB66,0.08655
Q6PCP5,0.24145
Q6PD03,0.1715
Q6PD31,0.296583333
Q6PDG5,0.79225
Q6PDH0,0.467571429
Q6PDI5,0.21405
Q6PDL0,0.196666667
Q6PDM2,0.26275
Q6PDN3,0.1585
Q6PDQ2,0.192642857
Q6PER3,0.16
Q6PFD9,0.255
Q6PGB6,0.380333333
Q6PGC1,0.185
Q6PGF7,0.749333333
Q6PGL7,0.287055556
Q6PHZ2,0.11315
Q6PIE5,0.1827
Q6PIU9,0.2995
Q6RUT7,0.131
Q6TCG2,0.131
Q6URW6,0.1866
Q6WVG3,0.3214375
Q6ZPE2,0.15625
Q6ZPF4,0.341
Q6ZPJ3,0.15875
Q6ZPR5,0.20425
Q6ZPZ3,0.323
Q6ZQ08,0.21675
Q6ZQ38,0.1026
Q6ZQ73,0.1605
Q6ZQB6,0.187
Q6ZQI3,0.7952
Q6ZWM4,0.131666667
Q6ZWN5,0.0875
Q6ZWQ0,0.262714286
Q6ZWR6,0.4601
Q6ZWV3,0.151
Q6ZWV7,0.18875
Q6ZWX6,0.177277778
